Date,Business Name,Business Type,Zip Code,Latitude,Longitude,Foot Traffic Volume,Duration of Stay,Peak Foot Traffic Time,Traffic Trend (Week),Traffic Trend (Month)
2024-03-28,Taste Corner,Restaurant,95148,37.355768,-121.803778,500,00:49,Afternoon,2.99,-3.9
2024-03-29,Bistro 101,Restaurant,95125,37.322317,-121.839482,140,00:49,Evening,8.28,1.34
2024-03-29,Baker's Dozen,Store,95122,37.371237,-121.810768,375,00:38,Afternoon,6.77,13.67
2024-03-29,Baker's Dozen,Store,95128,37.370362,-121.816609,418,01:43,Afternoon,7.56,-14.24
2024-03-30,Deli Delight,Store,95122,37.348521,-121.891899,336,00:34,Morning,-6.45,7.65
2024-03-30,Taco Fiesta,Store,95116,37.321949,-121.84215,241,01:03,Evening,5.43,-16.56
2024-03-30,Bistro 101,Restaurant,95148,37.32375,-121.804893,222,01:31,Morning,3.5,-7.22
2024-03-31,Boutique Charm,Restaurant,95122,37.393403,-121.87923,420,00:53,Evening,2.6,13.66
2024-03-31,Taco Fiesta,Store,95133,37.389269,-121.805525,137,00:53,Morning,-9.55,-0.65
2024-03-31,Boutique Charm,Restaurant,95131,37.333465,-121.874161,338,00:29,Evening,-6.34,8.76
2024-04-01,Deli Delight,Restaurant,95122,37.322548,-121.834575,55,00:53,Evening,6.2,12.82
2024-04-01,Bistro 101,Restaurant,95122,37.330865,-121.813387,464,01:05,Evening,6.65,-13.85
2024-04-01,Deli Delight,Restaurant,95128,37.303232,-121.834905,57,00:27,Afternoon,-1.25,-7.79
2024-04-02,Taste Corner,Store,95116,37.314338,-121.823328,62,00:36,Morning,7.79,-6.72
2024-04-02,Urban Goods,Store,95113,37.391328,-121.886407,436,00:15,Evening,4.83,-19.2
2024-04-02,Urban Goods,Store,95148,37.301637,-121.807214,156,00:06,Morning,5.77,-9.53
2024-04-03,Green Grocers,Restaurant,95131,37.337622,-121.899561,434,01:48,Morning,-4.67,-7.7
2024-04-03,Taco Fiesta,Store,95110,37.36388,-121.806754,249,00:41,Afternoon,9.76,13.18
2024-04-03,Bistro 101,Store,95126,37.322935,-121.896497,159,00:59,Afternoon,4.38,5.03
2024-04-04,Market Fresh,Store,95128,37.321898,-121.833838,429,00:40,Afternoon,-9.08,-4.15
2024-04-04,Taste Corner,Restaurant,95122,37.356085,-121.800699,321,01:43,Evening,-3.72,3.84
2024-04-04,Urban Goods,Restaurant,95113,37.303302,-121.847188,415,00:55,Afternoon,7.94,-5.77
2024-04-05,Green Grocers,Store,95110,37.383744,-121.876882,486,00:05,Morning,4.97,-11.19
2024-04-05,Baker's Dozen,Restaurant,95116,37.358509,-121.869048,177,00:42,Afternoon,1.87,-2.42
2024-04-05,Deli Delight,Restaurant,95131,37.309388,-121.888762,416,01:10,Afternoon,-2.59,-13.89
2024-04-06,Bistro 101,Store,95110,37.300146,-121.808994,411,00:08,Evening,-2.25,-4.11
2024-04-06,Market Fresh,Store,95112,37.363613,-121.807412,183,00:53,Afternoon,3.47,-5.94
2024-04-06,Urban Goods,Restaurant,95131,37.328461,-121.836335,192,00:56,Evening,4.25,-6.01
2024-04-07,Bistro 101,Store,95126,37.387207,-121.887234,241,00:23,Evening,2.38,-11.09
2024-04-07,Market Fresh,Restaurant,95125,37.303154,-121.85766,416,00:17,Morning,7.02,16.23
2024-04-07,Taste Corner,Restaurant,95148,37.339719,-121.807632,237,00:50,Morning,-5.76,-18.09
2024-04-08,Deli Delight,Restaurant,95125,37.349774,-121.815428,338,00:58,Evening,-0.29,-6.15
2024-04-08,Taco Fiesta,Restaurant,95110,37.329949,-121.895154,194,00:17,Morning,4.32,-3.01
2024-04-08,Taste Corner,Store,95131,37.382838,-121.818457,268,00:14,Evening,9.32,-10.5
2024-04-09,Boutique Charm,Store,95113,37.361645,-121.842133,179,00:07,Afternoon,-8.67,17.04
2024-04-09,Deli Delight,Store,95148,37.330663,-121.869394,431,00:33,Morning,-8.65,14.14
2024-04-09,Green Grocers,Restaurant,95128,37.322469,-121.801293,398,01:27,Evening,2.97,16.99
2024-04-10,Deli Delight,Restaurant,95112,37.372786,-121.863837,99,00:08,Afternoon,1.53,13.36
2024-04-10,Taco Fiesta,Restaurant,95148,37.321323,-121.857761,399,01:10,Morning,0.79,4.01
2024-04-10,Market Fresh,Restaurant,95112,37.302347,-121.862016,481,01:22,Evening,8.46,-13.42
2024-04-11,Taste Corner,Store,95128,37.393913,-121.851851,229,00:28,Morning,-7.21,18.62
2024-04-11,Taco Fiesta,Store,95112,37.327035,-121.856611,173,00:37,Afternoon,-1.39,5.66
2024-04-11,Boutique Charm,Restaurant,95116,37.326321,-121.805289,360,00:39,Evening,9.42,1.61
2024-04-12,Taste Corner,Store,95113,37.395988,-121.887774,141,00:38,Evening,-5.51,-16.83
2024-04-12,Urban Goods,Store,95128,37.359982,-121.833873,500,00:33,Afternoon,3.86,0.59
2024-04-12,Boutique Charm,Restaurant,95113,37.338184,-121.820642,281,01:00,Morning,0.26,7.81
2024-04-13,Green Grocers,Store,95126,37.397433,-121.83053,317,00:43,Evening,-4.74,-0.61
2024-04-13,Taste Corner,Store,95122,37.382933,-121.885396,487,01:41,Evening,-0.13,-9.66
2024-04-13,Deli Delight,Store,95131,37.359557,-121.839136,453,00:17,Afternoon,-2.01,-19.23
2024-04-14,Taste Corner,Restaurant,95148,37.397565,-121.897631,203,00:42,Afternoon,-4.05,-12.89
2024-04-14,Green Grocers,Restaurant,95131,37.391068,-121.849152,177,00:22,Morning,9.34,-14.9
2024-04-14,Taco Fiesta,Restaurant,95110,37.353972,-121.806438,151,00:30,Afternoon,-9.74,-9.59
2024-04-15,Baker's Dozen,Store,95110,37.324932,-121.869197,461,01:38,Evening,-7.59,6.94
2024-04-15,Boutique Charm,Store,95122,37.362185,-121.805643,226,00:18,Evening,-4.95,11.94
2024-04-15,Taco Fiesta,Restaurant,95148,37.33505,-121.84847,100,00:32,Afternoon,-0.41,9.59
2024-04-16,Taste Corner,Store,95110,37.362267,-121.807422,454,00:36,Afternoon,7.5,9.13
2024-04-16,Boutique Charm,Store,95122,37.336877,-121.812457,231,00:13,Afternoon,-0.69,11.56
2024-04-16,Boutique Charm,Restaurant,95126,37.373282,-121.889934,446,00:34,Afternoon,-9.26,2.65
2024-04-17,Green Grocers,Store,95122,37.38207,-121.891974,99,00:47,Morning,7.27,2.25
2024-04-17,Green Grocers,Store,95131,37.381053,-121.884575,449,01:41,Evening,1.65,16.03
2024-04-17,Taste Corner,Restaurant,95112,37.313732,-121.838053,377,00:29,Evening,-0.57,-14.04
2024-04-18,Taco Fiesta,Store,95112,37.378695,-121.820996,357,01:03,Morning,0.51,-18.66
2024-04-18,Deli Delight,Store,95125,37.331844,-121.852873,248,01:14,Evening,-6.86,-16.93
2024-04-18,Taco Fiesta,Store,95113,37.336207,-121.881561,476,00:46,Afternoon,-1.15,-13.04
2024-04-19,Bistro 101,Store,95128,37.35554,-121.829927,280,00:25,Morning,-8.26,-3.4
2024-04-19,Market Fresh,Store,95112,37.382975,-121.893662,132,00:13,Evening,8.24,12.25
2024-04-19,Green Grocers,Restaurant,95125,37.387767,-121.809746,226,00:23,Afternoon,9.31,13.91
2024-04-20,Green Grocers,Store,95113,37.375999,-121.813987,149,01:53,Evening,-9.7,-6.95
2024-04-20,Green Grocers,Restaurant,95128,37.30602,-121.823354,295,01:27,Afternoon,0.65,8.64
2024-04-20,Bistro 101,Store,95128,37.397937,-121.843922,60,00:10,Evening,-9.86,18.3
2024-04-21,Bistro 101,Store,95125,37.359039,-121.876733,473,00:43,Evening,5.05,6.94
2024-04-21,Green Grocers,Store,95126,37.372371,-121.872828,289,00:37,Afternoon,-9.04,-17.95
2024-04-21,Bistro 101,Store,95148,37.343918,-121.864948,244,01:49,Afternoon,-9.69,13.13
2024-04-22,Green Grocers,Store,95110,37.384654,-121.886645,451,00:07,Evening,-7.3,-3.11
2024-04-22,Taste Corner,Restaurant,95113,37.31149,-121.820248,436,00:59,Morning,0.4,5.0
2024-04-22,Boutique Charm,Store,95148,37.342099,-121.870036,189,01:49,Afternoon,-2.83,13.03
2024-04-23,Urban Goods,Restaurant,95131,37.312529,-121.828025,494,00:12,Morning,-7.59,-13.22
2024-04-23,Boutique Charm,Store,95110,37.335136,-121.89326,297,01:17,Morning,2.32,14.5
2024-04-23,Green Grocers,Restaurant,95122,37.357171,-121.865792,251,01:29,Evening,-7.08,-1.89
2024-04-24,Deli Delight,Store,95116,37.384499,-121.861085,170,00:09,Evening,8.22,-19.41
2024-04-24,Taco Fiesta,Restaurant,95122,37.33143,-121.804703,298,00:44,Morning,2.6,-4.05
2024-04-24,Taco Fiesta,Store,95112,37.356418,-121.89401,264,01:21,Afternoon,-0.81,-16.17
2024-04-25,Baker's Dozen,Store,95112,37.307316,-121.882363,259,00:14,Afternoon,0.6,16.57
2024-04-25,Bistro 101,Restaurant,95133,37.302302,-121.857102,182,01:22,Afternoon,8.64,-19.92
2024-04-25,Deli Delight,Restaurant,95113,37.363094,-121.850921,274,00:46,Evening,7.25,-8.81
2024-04-26,Deli Delight,Store,95128,37.387808,-121.89968,149,01:22,Afternoon,8.23,-16.18
2024-04-26,Boutique Charm,Store,95113,37.332158,-121.89984,173,01:25,Evening,0.25,0.05
2024-04-26,Bistro 101,Store,95116,37.30085,-121.852514,283,00:51,Evening,-6.17,-18.2
2024-04-27,Taco Fiesta,Store,95112,37.383664,-121.804564,427,01:28,Evening,-1.33,-16.1
2024-04-27,Taco Fiesta,Restaurant,95133,37.340926,-121.849932,147,01:55,Evening,3.12,-14.98
2024-04-27,Taste Corner,Restaurant,95113,37.340069,-121.890479,440,00:23,Evening,-9.93,-9.29
2024-04-28,Bistro 101,Store,95125,37.376844,-121.812664,170,00:36,Afternoon,-1.15,-8.4
2024-04-28,Market Fresh,Restaurant,95110,37.332865,-121.853846,375,00:15,Evening,6.96,7.56
2024-04-28,Bistro 101,Store,95125,37.364996,-121.863426,272,00:57,Afternoon,2.11,-17.1
2024-04-29,Bistro 101,Store,95133,37.311343,-121.893634,383,01:47,Evening,-1.24,-4.05
2024-04-29,Urban Goods,Store,95116,37.343818,-121.83042,83,01:30,Morning,1.45,-3.25
2024-04-29,Deli Delight,Store,95116,37.37653,-121.8692,70,00:34,Afternoon,-4.31,11.72
2024-04-30,Bistro 101,Store,95113,37.37361,-121.880237,315,00:21,Afternoon,-2.56,-3.03
2024-04-30,Deli Delight,Restaurant,95126,37.353204,-121.828516,92,01:09,Morning,7.59,0.13
2024-04-30,Taco Fiesta,Store,95131,37.398168,-121.847014,422,00:31,Evening,-3.79,-19.36
2024-05-01,Urban Goods,Restaurant,95122,37.333029,-121.826181,427,00:21,Evening,1.71,-3.08
2024-05-01,Green Grocers,Store,95113,37.344549,-121.813021,269,01:51,Evening,2.83,8.54
2024-05-01,Baker's Dozen,Store,95122,37.334867,-121.815345,233,00:43,Morning,-7.02,-17.12
2024-05-02,Baker's Dozen,Store,95148,37.377574,-121.870725,175,00:20,Evening,-6.42,17.23
2024-05-02,Bistro 101,Restaurant,95110,37.398962,-121.834587,258,00:44,Evening,-8.28,-13.34
2024-05-02,Taco Fiesta,Restaurant,95128,37.326422,-121.891749,429,00:17,Afternoon,-3.24,7.56
2024-05-03,Boutique Charm,Store,95122,37.329946,-121.863627,78,00:32,Afternoon,-9.07,-10.13
2024-05-03,Market Fresh,Restaurant,95112,37.31781,-121.868969,337,00:50,Evening,-8.06,-8.28
2024-05-03,Urban Goods,Restaurant,95113,37.39529,-121.840898,87,00:21,Morning,-9.54,0.4
2024-05-04,Bistro 101,Store,95148,37.395967,-121.878256,73,00:40,Morning,2.44,8.73
2024-05-04,Taste Corner,Restaurant,95133,37.393431,-121.880931,352,00:37,Afternoon,-7.66,-19.61
2024-05-04,Baker's Dozen,Restaurant,95125,37.373711,-121.871737,134,01:24,Afternoon,6.92,8.32
2024-05-05,Baker's Dozen,Restaurant,95133,37.381367,-121.853888,313,01:25,Evening,2.74,-11.24
2024-05-05,Taco Fiesta,Store,95148,37.343193,-121.875438,296,01:00,Afternoon,-9.15,-18.41
2024-05-05,Taste Corner,Store,95148,37.399772,-121.876066,429,00:10,Afternoon,9.53,18.72
2024-05-06,Deli Delight,Store,95113,37.352711,-121.862097,108,01:00,Morning,9.66,-6.48
2024-05-06,Bistro 101,Restaurant,95113,37.390234,-121.87877,304,01:48,Afternoon,4.59,7.73
2024-05-06,Market Fresh,Restaurant,95112,37.332102,-121.860426,279,01:15,Evening,4.37,0.29
2024-05-07,Taco Fiesta,Store,95113,37.319007,-121.828996,388,00:07,Afternoon,2.03,4.22
2024-05-07,Taco Fiesta,Restaurant,95125,37.37076,-121.822058,211,00:54,Morning,-3.45,12.02
2024-05-07,Urban Goods,Store,95133,37.322481,-121.852125,457,01:59,Evening,9.38,-0.73
2024-05-08,Bistro 101,Restaurant,95128,37.367833,-121.857441,499,01:51,Afternoon,3.75,9.17
2024-05-08,Green Grocers,Store,95128,37.321011,-121.87389,97,00:13,Morning,7.7,11.1
2024-05-08,Bistro 101,Store,95125,37.34933,-121.877019,441,00:46,Morning,-8.15,-16.74
2024-05-09,Taco Fiesta,Store,95116,37.31685,-121.896864,77,00:07,Afternoon,2.41,-9.23
2024-05-09,Market Fresh,Restaurant,95133,37.393205,-121.853194,90,00:23,Morning,-1.75,7.33
2024-05-09,Bistro 101,Store,95133,37.345544,-121.853173,196,00:31,Evening,4.66,-17.83
2024-05-10,Urban Goods,Store,95125,37.392889,-121.850873,77,00:14,Evening,4.93,-7.33
2024-05-10,Baker's Dozen,Restaurant,95131,37.334363,-121.872705,53,00:29,Afternoon,7.36,1.05
2024-05-10,Market Fresh,Store,95125,37.329547,-121.885689,144,01:49,Afternoon,-8.53,-8.5
2024-05-11,Green Grocers,Store,95131,37.327178,-121.811728,304,00:23,Evening,-5.69,10.61
2024-05-11,Taco Fiesta,Restaurant,95116,37.343301,-121.827698,66,00:54,Morning,-7.26,-0.15
2024-05-11,Baker's Dozen,Restaurant,95131,37.345403,-121.897681,231,01:08,Evening,-9.03,-8.66
2024-05-12,Taste Corner,Restaurant,95126,37.335439,-121.836268,484,00:07,Afternoon,-2.99,-0.94
2024-05-12,Bistro 101,Store,95110,37.371417,-121.83528,462,01:30,Evening,-5.07,4.71
2024-05-12,Urban Goods,Store,95113,37.35206,-121.8836,499,00:39,Afternoon,-9.45,19.74
2024-05-13,Taste Corner,Store,95110,37.312842,-121.822617,146,00:56,Afternoon,-5.1,12.78
2024-05-13,Urban Goods,Store,95133,37.391153,-121.856435,156,01:35,Evening,6.33,-8.8
2024-05-13,Boutique Charm,Store,95122,37.320501,-121.883901,54,01:41,Morning,-7.81,-15.01
2024-05-14,Deli Delight,Store,95116,37.336244,-121.823304,67,01:33,Afternoon,-3.3,6.37
2024-05-14,Green Grocers,Restaurant,95122,37.385848,-121.851289,476,00:28,Morning,7.05,-14.23
2024-05-14,Market Fresh,Store,95112,37.311616,-121.800523,459,00:31,Evening,3.48,-2.19
2024-05-15,Bistro 101,Store,95131,37.371872,-121.851613,379,00:28,Evening,-6.17,16.28
2024-05-15,Deli Delight,Restaurant,95126,37.347126,-121.837957,155,00:16,Evening,-7.89,-5.38
2024-05-15,Bistro 101,Store,95128,37.324331,-121.801967,351,00:22,Evening,2.99,4.6
2024-05-16,Bistro 101,Restaurant,95148,37.360843,-121.826666,388,01:53,Evening,-0.1,-13.82
2024-05-16,Urban Goods,Restaurant,95122,37.326881,-121.841258,341,00:46,Evening,9.44,-1.14
2024-05-16,Green Grocers,Restaurant,95113,37.391844,-121.851739,222,01:28,Afternoon,3.2,1.25
2024-05-17,Bistro 101,Store,95131,37.360276,-121.875218,214,00:44,Evening,7.07,-12.08
2024-05-17,Baker's Dozen,Restaurant,95122,37.333967,-121.823176,308,01:19,Morning,6.41,-19.21
2024-05-17,Market Fresh,Store,95148,37.386587,-121.833573,294,01:06,Evening,6.05,18.28
2024-05-18,Baker's Dozen,Store,95112,37.350129,-121.84336,226,00:06,Evening,-3.32,-15.59
2024-05-18,Taste Corner,Store,95122,37.306761,-121.853907,333,00:12,Evening,4.72,-0.27
2024-05-18,Taste Corner,Restaurant,95122,37.354735,-121.837219,499,00:29,Evening,4.67,-12.41
2024-05-19,Market Fresh,Restaurant,95116,37.326272,-121.877132,234,01:25,Afternoon,8.0,18.51
2024-05-19,Market Fresh,Store,95148,37.304982,-121.892282,88,00:26,Afternoon,-9.56,-15.43
2024-05-19,Taste Corner,Store,95125,37.366361,-121.894109,230,00:23,Evening,7.21,16.35
2024-05-20,Taco Fiesta,Store,95112,37.33595,-121.840737,472,00:16,Morning,-2.36,-7.45
2024-05-20,Deli Delight,Restaurant,95131,37.348018,-121.84508,174,01:08,Evening,-2.9,16.67
2024-05-20,Market Fresh,Restaurant,95131,37.397501,-121.854163,289,00:20,Morning,-7.45,19.49
2024-05-21,Market Fresh,Store,95112,37.325486,-121.889628,223,00:51,Evening,-3.39,12.02
2024-05-21,Boutique Charm,Restaurant,95112,37.324133,-121.882217,277,01:00,Afternoon,3.69,-6.79
2024-05-21,Green Grocers,Store,95125,37.368667,-121.846176,298,00:19,Afternoon,-8.24,1.25
2024-05-22,Deli Delight,Restaurant,95116,37.323933,-121.875461,294,00:20,Morning,5.17,-10.46
2024-05-22,Boutique Charm,Restaurant,95148,37.373286,-121.832328,470,00:28,Morning,-8.15,-4.91
2024-05-22,Green Grocers,Restaurant,95125,37.331482,-121.876443,369,00:16,Morning,-8.83,-10.78
2024-05-23,Boutique Charm,Store,95113,37.332594,-121.810199,396,01:22,Morning,-0.84,-9.34
2024-05-23,Green Grocers,Store,95133,37.327946,-121.883845,476,00:29,Afternoon,6.72,-14.98
2024-05-23,Taste Corner,Restaurant,95125,37.346447,-121.893984,322,01:45,Evening,8.97,4.08
2024-05-24,Green Grocers,Store,95110,37.395617,-121.853048,136,01:59,Afternoon,7.16,4.04
2024-05-24,Green Grocers,Store,95133,37.304293,-121.820379,372,00:15,Evening,5.39,-13.24
2024-05-24,Deli Delight,Restaurant,95133,37.356647,-121.891969,80,01:14,Afternoon,5.41,-1.39
2024-05-25,Baker's Dozen,Store,95112,37.386548,-121.85749,157,01:19,Evening,-6.37,0.66
2024-05-25,Green Grocers,Restaurant,95126,37.303144,-121.843742,479,00:28,Evening,5.72,19.26
2024-05-25,Urban Goods,Store,95110,37.395206,-121.813126,133,00:17,Evening,-0.24,0.11
2024-05-26,Deli Delight,Store,95122,37.387004,-121.815139,114,00:20,Afternoon,1.23,11.36
2024-05-26,Taste Corner,Store,95128,37.316361,-121.835889,378,00:22,Morning,-1.93,-1.85
2024-05-26,Baker's Dozen,Store,95125,37.35739,-121.89656,170,00:07,Afternoon,-4.55,19.24
2024-05-27,Market Fresh,Store,95116,37.380715,-121.828842,309,00:29,Evening,9.99,-17.62
2024-05-27,Green Grocers,Store,95148,37.325356,-121.827209,122,01:09,Afternoon,9.25,10.48
2024-05-27,Taste Corner,Restaurant,95113,37.398732,-121.801356,57,00:22,Afternoon,4.4,4.93
2024-05-28,Bistro 101,Restaurant,95122,37.334124,-121.89528,134,01:11,Evening,7.87,6.49
2024-05-28,Green Grocers,Store,95125,37.36397,-121.837779,414,00:22,Afternoon,9.7,-18.03
2024-05-28,Taste Corner,Store,95133,37.335526,-121.896541,411,00:10,Afternoon,-4.15,-10.92
2024-05-29,Deli Delight,Store,95128,37.329943,-121.848991,453,00:53,Evening,4.99,5.36
2024-05-29,Bistro 101,Restaurant,95128,37.375459,-121.823449,78,00:48,Evening,0.35,-1.68
2024-05-29,Urban Goods,Restaurant,95125,37.323271,-121.852542,229,00:34,Afternoon,8.19,-5.53
2024-05-30,Urban Goods,Restaurant,95125,37.317438,-121.820498,481,01:42,Evening,4.85,-14.55
2024-05-30,Deli Delight,Store,95133,37.354168,-121.835657,102,00:26,Evening,7.73,-2.34
2024-05-30,Taste Corner,Store,95116,37.361936,-121.877565,213,00:52,Morning,-4.66,12.07
2024-05-31,Taco Fiesta,Restaurant,95112,37.314605,-121.835517,495,01:07,Evening,1.16,6.46
2024-05-31,Taste Corner,Restaurant,95131,37.301911,-121.890092,344,00:06,Morning,-4.14,-15.84
2024-05-31,Boutique Charm,Restaurant,95126,37.31867,-121.825294,231,00:30,Afternoon,-1.32,3.54
2024-06-01,Urban Goods,Restaurant,95110,37.312684,-121.890544,432,00:36,Morning,6.99,2.99
2024-06-01,Taco Fiesta,Restaurant,95128,37.361433,-121.812682,225,00:59,Morning,4.28,14.82
2024-06-01,Market Fresh,Store,95125,37.3513,-121.859023,137,00:05,Afternoon,-5.55,-12.43
2024-06-02,Urban Goods,Store,95125,37.338466,-121.80178,418,00:46,Afternoon,3.89,-8.43
2024-06-02,Taco Fiesta,Store,95126,37.325359,-121.887763,409,00:19,Evening,-2.45,-8.61
2024-06-02,Deli Delight,Restaurant,95128,37.307744,-121.847404,111,01:07,Evening,7.39,-19.06
2024-06-03,Market Fresh,Restaurant,95128,37.319597,-121.852646,200,00:30,Afternoon,-2.87,14.22
2024-06-03,Market Fresh,Restaurant,95133,37.316298,-121.898346,197,00:27,Afternoon,-9.63,11.28
2024-06-03,Taste Corner,Restaurant,95128,37.348724,-121.831648,221,00:48,Evening,-7.89,16.91
2024-06-04,Taste Corner,Store,95113,37.365988,-121.800391,479,00:54,Evening,-8.03,1.33
2024-06-04,Taste Corner,Restaurant,95148,37.377558,-121.84497,422,00:38,Afternoon,7.83,-19.83
2024-06-04,Taco Fiesta,Restaurant,95133,37.367482,-121.825457,488,00:28,Afternoon,5.82,15.29
2024-06-05,Market Fresh,Store,95122,37.364616,-121.865137,276,00:51,Evening,-8.72,0.1
2024-06-05,Market Fresh,Store,95112,37.36275,-121.809981,442,01:39,Afternoon,8.49,13.9
2024-06-05,Boutique Charm,Restaurant,95116,37.364319,-121.846905,86,00:50,Afternoon,-3.0,-0.34
2024-06-06,Baker's Dozen,Store,95133,37.370255,-121.878168,211,01:59,Evening,0.83,9.42
2024-06-06,Taco Fiesta,Restaurant,95116,37.387907,-121.870557,338,00:26,Morning,0.93,16.9
2024-06-06,Bistro 101,Store,95133,37.332734,-121.812569,407,00:24,Morning,3.87,-4.97
2024-06-07,Deli Delight,Restaurant,95122,37.351554,-121.806681,392,00:35,Evening,5.15,12.09
2024-06-07,Taco Fiesta,Restaurant,95110,37.373228,-121.85653,148,00:48,Afternoon,1.84,8.0
2024-06-07,Market Fresh,Restaurant,95113,37.375644,-121.857807,421,01:34,Afternoon,-3.36,-4.5
2024-06-08,Boutique Charm,Store,95110,37.327906,-121.850898,184,00:53,Afternoon,-9.18,10.65
2024-06-08,Boutique Charm,Restaurant,95112,37.37577,-121.891461,480,00:30,Evening,6.5,-6.75
2024-06-08,Deli Delight,Store,95148,37.316353,-121.887701,128,01:46,Morning,-2.19,13.42
2024-06-09,Taste Corner,Restaurant,95148,37.386132,-121.858447,242,00:49,Morning,-8.18,-13.19
2024-06-09,Market Fresh,Store,95125,37.321548,-121.818676,152,00:50,Morning,-4.96,13.82
2024-06-09,Urban Goods,Restaurant,95148,37.395576,-121.899725,225,00:37,Evening,4.04,-13.92
2024-06-10,Market Fresh,Store,95116,37.339536,-121.856619,467,01:50,Morning,0.6,12.47
2024-06-10,Green Grocers,Store,95112,37.301292,-121.835825,190,01:21,Evening,7.33,4.23
2024-06-10,Bistro 101,Restaurant,95126,37.305868,-121.841227,430,00:33,Morning,-4.56,-6.45
2024-06-11,Deli Delight,Restaurant,95112,37.32927,-121.885328,500,00:44,Afternoon,-1.71,-9.39
2024-06-11,Baker's Dozen,Store,95125,37.337033,-121.827772,295,01:19,Afternoon,-9.25,-10.85
2024-06-11,Boutique Charm,Store,95128,37.338352,-121.865056,473,00:27,Morning,3.84,12.61
2024-06-12,Boutique Charm,Restaurant,95148,37.324485,-121.837591,62,00:49,Evening,3.46,10.15
2024-06-12,Baker's Dozen,Restaurant,95131,37.389722,-121.815127,103,01:23,Morning,3.96,1.98
2024-06-12,Green Grocers,Restaurant,95110,37.320044,-121.874461,399,01:14,Afternoon,-7.89,8.12
2024-06-13,Taste Corner,Restaurant,95148,37.335391,-121.887246,450,00:40,Evening,-4.28,-4.67
2024-06-13,Baker's Dozen,Restaurant,95116,37.368658,-121.809486,411,00:44,Evening,-8.29,14.96
2024-06-13,Bistro 101,Restaurant,95122,37.311454,-121.89104,485,00:24,Evening,-2.71,5.46
2024-06-14,Green Grocers,Restaurant,95122,37.377926,-121.846199,447,01:50,Morning,1.48,-9.55
2024-06-14,Bistro 101,Store,95133,37.379067,-121.844171,326,01:55,Morning,8.67,0.49
2024-06-14,Bistro 101,Store,95112,37.391333,-121.855128,462,00:30,Evening,-9.21,10.96
2024-06-15,Boutique Charm,Restaurant,95133,37.357152,-121.826129,396,00:45,Afternoon,-5.88,17.59
2024-06-15,Baker's Dozen,Store,95126,37.3592,-121.859666,349,00:54,Afternoon,4.46,13.83
2024-06-15,Bistro 101,Store,95116,37.387632,-121.844757,438,00:11,Morning,-4.07,17.82
2024-06-16,Bistro 101,Restaurant,95113,37.386117,-121.895759,167,00:16,Morning,-0.42,6.23
2024-06-16,Market Fresh,Store,95148,37.304722,-121.897896,333,00:53,Morning,-2.93,12.93
2024-06-16,Baker's Dozen,Store,95110,37.39748,-121.871013,428,00:17,Afternoon,1.53,-19.61
2024-06-17,Green Grocers,Store,95148,37.32581,-121.862677,401,00:59,Evening,-5.48,5.56
2024-06-17,Deli Delight,Restaurant,95128,37.334058,-121.899145,312,00:59,Morning,4.69,-10.49
2024-06-17,Bistro 101,Restaurant,95128,37.337401,-121.887135,326,00:24,Morning,-2.59,-1.12
2024-06-18,Baker's Dozen,Store,95116,37.39593,-121.836965,499,00:42,Afternoon,5.21,-3.73
2024-06-18,Green Grocers,Store,95110,37.383841,-121.890609,195,00:15,Evening,8.33,-14.44
2024-06-18,Market Fresh,Restaurant,95110,37.304858,-121.803578,105,01:45,Evening,-0.54,8.87
2024-06-19,Boutique Charm,Restaurant,95133,37.342617,-121.834139,266,00:17,Evening,8.53,-14.19
2024-06-19,Bistro 101,Restaurant,95113,37.331076,-121.857803,322,00:40,Morning,-6.77,5.2
2024-06-19,Urban Goods,Restaurant,95133,37.312987,-121.819943,374,00:08,Morning,-3.48,-17.49
2024-06-20,Market Fresh,Restaurant,95113,37.355664,-121.818552,353,00:28,Evening,0.64,-7.85
2024-06-20,Green Grocers,Restaurant,95113,37.36483,-121.850002,192,00:07,Afternoon,2.53,-9.88
2024-06-20,Urban Goods,Restaurant,95126,37.353944,-121.891971,79,00:30,Morning,0.32,-10.4
2024-06-21,Baker's Dozen,Restaurant,95128,37.309364,-121.807345,199,00:06,Evening,-1.27,-7.34
2024-06-21,Baker's Dozen,Store,95148,37.398271,-121.831235,56,00:40,Morning,3.22,-19.11
2024-06-21,Market Fresh,Store,95113,37.32218,-121.831436,134,00:43,Morning,6.29,17.96
2024-06-22,Boutique Charm,Store,95126,37.378213,-121.88634,255,00:47,Afternoon,9.67,12.53
2024-06-22,Deli Delight,Store,95110,37.327043,-121.806324,455,00:28,Morning,-9.67,-16.94
2024-06-22,Deli Delight,Store,95131,37.334596,-121.802797,114,00:35,Afternoon,-9.47,-7.54
2024-06-23,Taco Fiesta,Store,95113,37.363569,-121.813004,79,00:47,Afternoon,-0.3,-18.78
2024-06-23,Taste Corner,Restaurant,95126,37.300103,-121.824289,470,00:11,Morning,-3.55,9.52
2024-06-23,Urban Goods,Store,95133,37.368284,-121.889213,402,00:25,Evening,-9.01,-9.91
2024-06-24,Baker's Dozen,Restaurant,95113,37.354284,-121.812916,498,00:41,Evening,1.38,18.19
2024-06-24,Market Fresh,Restaurant,95122,37.31352,-121.881129,181,00:06,Afternoon,9.87,-13.63
